"Submission Date",Cinsiyet,"Yan haklarınız","Şirketiniz hangi lokasyon merkezli?","Şirketiniz hangi ülke merkezli?","Şirketiniz hangi şehirde? (Eğer Türkiye ise)","Çalışma şekliniz nedir?","Şirketinizin çalışan sayısı nedir?","Hangi pozisyonda çalışıyorsunuz?","Çalıştığınız şirketteki unvanınız nedir?",Deneyim,"Ağırlıklı olarak hangi teknolojileri / dilleri kullanıyorsunuz?","Kazancınız hangi para biriminde?","Maaş tipi","Senede kaç kez zam alıyorsunuz?","Ara zam / iyileştirme oranınız hangi aralıkta?","Yemek kartınız varsa günlük güncel miktar nedir?","Maaş / Aylık Türk Lirası cinsinden          (Ortalama ""NET"" ücret)"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu",Türkiye,"Türkiye ","41 Kocaeli",Ofiste,11-20,"IT Specialist",Senior,"5-7 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Golang
Javascript / Typescript ve bağlı framework'ler
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%21-%35,150-180TL,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi",Türkiye,"Türkiye ","34 İstanbul",Ofiste,151-300,"IT Specialist",Junior,"1-3 Yıl","Microsoft Office Araçları
SAP
SQL","Türk Lirası",Net,2,%36-%50,,"22.452 TL - 26.802 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","35 İzmir",Remote,601-1.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Kotlin","Türk Lirası",Net,2,%5-%10,"180-210 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,51-150,"Backend Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework","Türk Lirası",Brüt,2,%51-%70,"300 TL ve üzeri","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
İşsizlik sigortası",Türkiye,"Türkiye ","06 Ankara",Hybrid,"10.000 ve üzeri","Software Engineer",Senior,"5-7 Yıl","Python
SQL","Türk Lirası",Brüt,1,%36-%50,150-180TL,"67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Özel günlerde hediye çeki
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Backend Developer / Engineer",Senior,"12 Yıl ve üzeri","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
PHP
SQL","Türk Lirası",Net,1,Almadım,,"67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","35 İzmir",Hybrid,51-150,"Software Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,"300 TL ve üzeri","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)","Yurt dışı","Almanya ",,Remote,1-10,"AI - ML Developer / Engineer",Senior,"7-9 Yıl","ChatGPT
Kubernetes
NoSQL
Python
SQL",Euro,Net,1,Almadım,,"195.003 TL - 239.002 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Udemy vb kurs üyelikleri","Yurt dışı","Amerika Birleşik Devletleri ","35 İzmir",Hybrid,21-50,"Team Lead",Senior,"12 Yıl ve üzeri","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
SQL",Dolar,Net,1,%5-%10,,"82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Hayat sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,Diğer,Senior,"3-5 Yıl","C# / .NET Framework
Microsoft Office Araçları
No-code / Low-code Araçları
SQL","Türk Lirası",Net,1,%21-%35,"300 TL ve üzeri","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"iOS Developer",Staff,"7-9 Yıl","DevOps araçları
Swift","Türk Lirası",Net,2,%36-%50,"210-250 TL","127.553 TL - 150.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)","Yurt dışı","Çin ",,Ofiste,"10.000 ve üzeri","Software Engineer",Junior,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,1,Almadım,"150 TL altı","26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Amerika Birleşik Devletleri ","34 İstanbul",Remote,1-10,"Frontend Developer / Engineer",Junior,"1-3 Yıl","Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Brüt,1,Almadım,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Tech Lead",Staff,"12 Yıl ve üzeri",,"Türk Lirası",Net,1,%51-%70,"210-250 TL","150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Javascript / Typescript ve bağlı framework'ler
SAP","Türk Lirası",Net,2,"%71 ve üzeri","210-250 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,21-50,"SAP Consultant",Junior,"1-3 Yıl","ABAP
SAP","Türk Lirası",Net,2,%21-%35,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Tamamlayıcı sağlık sigortası","Yurt dışı","Amerika Birleşik Devletleri ",,Remote,21-50,"Backend Developer / Engineer",Senior,"3-5 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Java ve bağlı framework'ler
Linux
SQL",Dolar,Net,1,Almadım,"210-250 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri
Tıbbi izin",Türkiye,"Amerika Birleşik Devletleri ","34 İstanbul",Remote,301-600,"Frontend Developer / Engineer",Mid,"3-5 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%11-%20,"300 TL ve üzeri","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı",Türkiye,"Türkiye ","34 İstanbul",Ofiste,5.000-10.000,"Android Developer",Mid,"3-5 Yıl","Figma / XD ve diğer tasarım araçları
Java ve bağlı framework'ler
Kotlin","Türk Lirası",Brüt,2,Almadım,"180-210 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri",Türkiye,"Türkiye ","34 İstanbul",Ofiste,21-50,"Business Analyst","Yeni mezun","0-1 Yıl","ChatGPT
No-code / Low-code Araçları
Rust
SQL","Türk Lirası",Net,2,Almadım,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Business Analyst",Junior,"0-1 Yıl","Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
NoSQL
SQL","Türk Lirası",Brüt,1,%36-%50,"250-300 TL","37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,601-1.000,DevOps,Senior,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Kubernetes
Linux","Türk Lirası",Brüt,2,%36-%50,"180-210 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Belirli günlerde izin(doğum günü, regl izni gibi)",Türkiye,"Türkiye ","34 İstanbul",Remote,11-20,"Backend Developer / Engineer","Yeni mezun","0-1 Yıl","C# / .NET Framework
ChatGPT
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python
SQL","Türk Lirası",Net,2,%51-%70,"210-250 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
İşçi tazminatı
Tıbbi izin","Yurt dışı","Almanya ","34 İstanbul",Hybrid,1.000-5.000,"Software Engineer",Mid,"1-3 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler
NoSQL
SQL","Türk Lirası",Brüt,"4 veya üzeri",%11-%20,"210-250 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,1.000-5.000,"Data Scientist",Junior,"1-3 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
SQL","Türk Lirası",Brüt,2,%36-%50,"180-210 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","06 Ankara",Ofiste,51-150,"Team Lead",Senior,"5-7 Yıl","DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Python","Türk Lirası",Net,2,%36-%50,"250-300 TL","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,301-600,"Frontend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Docker / containerd / Hyper-V / LXC / Podman
Figma / XD ve diğer tasarım araçları
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,Almadım,"150 TL altı","37.253 TL - 44.703 TL"
"Şub 3, 2024",Kadın,Hiçbiri,Türkiye,"Türkiye ","54 Sakarya",Ofiste,11-20,"Frontend Developer / Engineer",Mid,"3-5 Yıl","C# / .NET Framework
Javascript / Typescript ve bağlı framework'ler
SQL","Türk Lirası",Net,2,%5-%10,,"29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Özel günlerde hediye çeki
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Erzak yardımı
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri
Netflix, Spotify vs",Türkiye,,,Remote,151-300,"Backend Developer / Engineer",Junior,"0-1 Yıl","C# / .NET Framework",Dolar,Net,2,"%71 ve üzeri","250-300 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Remote,11-20,"CTO (Chief Technology Officer)",Staff,"12 Yıl ve üzeri","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Figma / XD ve diğer tasarım araçları
SQL","Türk Lirası",Net,2,Almadım,,"105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Udemy vb kurs üyelikleri
Netflix, Spotify vs
İşçi tazminatı",Türkiye,"Türkiye ","06 Ankara",Remote,1-10,"Fullstack Developer / Engineer",Senior,"9-12 Yıl","C# / .NET Framework
SQL","Türk Lirası",Net,2,"%71 ve üzeri","150 TL altı","67.203 TL - 82.652 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Backend Developer / Engineer",Junior,"0-1 Yıl","Java ve bağlı framework'ler
SAP","Türk Lirası",Net,2,%36-%50,"210-250 TL","22.452 TL - 26.802 TL"
"Şub 3, 2024",Kadın,"Yemek kartı",Türkiye,"Türkiye ","35 İzmir",Hybrid,21-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Python
SQL","Türk Lirası",Net,2,%51-%70,"180-210 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ",,Ofiste,51-150,"Software Engineer",Junior,"1-3 Yıl","C, C++",Dolar,Net,1,%5-%10,"300 TL ve üzeri","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Özel günlerde hediye çeki
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Almanya ","34 İstanbul",Remote,1.000-5.000,"Android Developer",Mid,"5-7 Yıl",Kotlin,"Türk Lirası",Net,3,%21-%35,"300 TL ve üzeri","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Özel günlerde hediye çeki
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Tamamlayıcı sağlık sigortası
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Software Architect",Staff,"7-9 Yıl",,"Türk Lirası",Brüt,1,%11-%20,150-180TL,"150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","41 Kocaeli",Ofiste,1.000-5.000,DevOps,Mid,"5-7 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes
Linux
Python","Türk Lirası",Net,2,%36-%50,"250-300 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","34 İstanbul",Remote,1-10,"Mobile Developer(Cross Platform)",Junior,"1-3 Yıl","Flutter
Javascript / Typescript ve bağlı framework'ler",Dolar,Net,1,Almadım,"150 TL altı","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Şirket aracı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu",Türkiye,"Türkiye ","34 İstanbul",Ofiste,301-600,"CTO (Chief Technology Officer)",Senior,"12 Yıl ve üzeri","C# / .NET Framework
SQL","Türk Lirası",Net,1,%36-%50,"150 TL altı","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Ofiste,"10.000 ve üzeri","IT Specialist",Senior,"5-7 Yıl","Microsoft Office Araçları","Türk Lirası",Net,1,%36-%50,"300 TL ve üzeri","26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri","Yurt dışı","İsveç ","34 İstanbul",Remote,601-1.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","ChatGPT
Java ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,2,%11-%20,150-180TL,"26.803 TL - 29.801 TL"
"Şub 3, 2024",Erkek,"Yol / yakıt yardımı
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası
Hayat sigortası
Udemy vb kurs üyelikleri
İşsizlik sigortası",Türkiye,"Türkiye ","06 Ankara",Ofiste,"10.000 ve üzeri","Team Lead",Senior,"9-12 Yıl","C# / .NET Framework
C, C++","Türk Lirası",Net,2,%51-%70,,"127.553 TL - 150.002 TL"
"Şub 3, 2024",Erkek,"Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası
Sertifika sınav ücretleri",Türkiye,"Türkiye ","35 İzmir",Hybrid,51-150,"Business Analyst",Senior,"3-5 Yıl","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
SQL","Türk Lirası",Net,2,%21-%35,,"37.253 TL - 44.703 TL"
"Şub 3, 2024",Erkek,Hiçbiri,Türkiye,"Türkiye ","41 Kocaeli",Ofiste,21-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Flutter
NoSQL",Dolar,Net,2,%51-%70,,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Hayat sigortası
Udemy vb kurs üyelikleri
Emeklilik planlama hizmetleri
Sertifika sınav ücretleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,DevOps,Junior,"1-3 Yıl","DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Kubernetes","Türk Lirası",Net,1,%11-%20,"250-300 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Backend Developer / Engineer",Junior,"1-3 Yıl","C# / .NET Framework
Microsoft Office Araçları
SQL","Türk Lirası",Net,1,Almadım,"250-300 TL","29.802 TL - 37.252 TL"
"Şub 3, 2024",Erkek,Hiçbiri,"Yurt dışı","İngiltere ",,Remote,11-20,"Backend Developer / Engineer",Senior,"9-12 Yıl","ChatGPT
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Linux
Python
SQL",Dolar,Brüt,1,Almadım,,"150.003 TL - 195.002 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Şirket telefonu
Personel servisi
Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Hybrid,1.000-5.000,"Product Manager",Mid,"9-12 Yıl","Cloud araçları ( AWS, Azure, GCP vs)
Java ve bağlı framework'ler
SAP","Türk Lirası",Net,2,%36-%50,"180-210 TL","82.653 TL - 105.102 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Hybrid,"10.000 ve üzeri","Backend Developer / Engineer",Mid,"3-5 Yıl","Java ve bağlı framework'ler
Javascript / Typescript ve bağlı framework'ler","Türk Lirası",Net,2,%36-%50,"250-300 TL","54.952 TL - 67.202 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Personel servisi",Türkiye,"Türkiye ","16 Bursa",Ofiste,11-20,"Backend Developer / Engineer",Senior,"5-7 Yıl",PHP,"Türk Lirası",Net,2,%21-%35,150-180TL,"44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Tıbbi izin",Türkiye,"Türkiye ","06 Ankara",Ofiste,21-50,"Fullstack Developer / Engineer",Junior,"1-3 Yıl",PHP,"Türk Lirası",Net,2,%21-%35,"210-250 TL","44.704 TL - 54.951 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Yol / yakıt yardımı
Spor salonu üyeliği / indirimi
Geliştirme araçları (laptop, telefon vs)
Tamamlayıcı sağlık sigortası
Belirli günlerde izin(doğum günü, regl izni gibi)
Udemy vb kurs üyelikleri",Türkiye,,"34 İstanbul",Remote,301-600,"iOS Developer",Mid,"3-5 Yıl",Swift,"Türk Lirası",Net,2,%21-%35,150-180TL,"54.952 TL - 67.202 TL"
"Şub 3, 2024",Kadın,"Yemek kartı
Yol / yakıt yardımı
Geliştirme araçları (laptop, telefon vs)
Personel servisi
Eğitim ödemeleri
Tamamlayıcı sağlık sigortası
Udemy vb kurs üyelikleri",Türkiye,"Türkiye ","34 İstanbul",Ofiste,1-10,"Frontend Developer / Engineer",Mid,"1-3 Yıl","Adobe CC araçları
ChatGPT
PHP","Türk Lirası",Net,2,%36-%50,"180-210 TL","22.452 TL - 26.802 TL"
"Şub 3, 2024",Erkek,"Yemek kartı
Geliştirme araçları (laptop, telefon vs)
Belirli günlerde izin(doğum günü, regl izni gibi)
Hayat sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,301-600,"Fullstack Developer / Engineer",Senior,"12 Yıl ve üzeri","C# / .NET Framework
DevOps araçları
Docker / containerd / Hyper-V / LXC / Podman
Javascript / Typescript ve bağlı framework'ler
Kubernetes
SQL","Türk Lirası",Net,2,%11-%20,"250-300 TL","105.103 TL - 127.552 TL"
"Şub 3, 2024",Erkek,"Tamamlayıcı sağlık sigortası",Türkiye,"Türkiye ","34 İstanbul",Remote,21-50,"Project Manager",Staff,"12 Yıl ve üzeri","C# / .NET Framework
Cloud araçları ( AWS, Azure, GCP vs)
DevOps araçları
Flutter
Javascript / Typescript ve bağlı framework'ler
Jira / Asana / Trello / Bitrix24 ve benzeri PM araçları
Microsoft Office Araçları
SQL","Türk Lirası",Net,1,%36-%50,,"127.553 TL - 150.002 TL"
